case_id,source_index,service,fault_type,level,start_ms,end_ms,duration_seconds,current_main_interval_valid,audit_cpu_repair_applied,split,context_start_ms,context_end_ms
gaia-57f407deb98cebc7,129,mobservice2,login failure,WARNING,1625129246850,1625129257850,11.0,True,False,train,1625128946850,1625129546850
gaia-17c4fdd1e5cf8a66,130,mobservice2,login failure,WARNING,1625129344461,1625129355461,11.0,True,False,train,1625129044461,1625129644461
gaia-4bc41bad5df4a5f6,131,mobservice2,login failure,WARNING,1625129551621,1625129562621,11.0,True,False,train,1625129251621,1625129851621
gaia-c4f34434a390c4b1,132,mobservice2,login failure,WARNING,1625129606542,1625129617542,11.0,True,False,train,1625129306542,1625129906542
gaia-f85a68b794b9fda9,133,mobservice2,login failure,WARNING,1625129698553,1625129709553,11.0,True,False,train,1625129398553,1625129998553
gaia-86bf19fba9a779f7,35,mobservice1,login failure,WARNING,1625129843786,1625129854786,11.0,True,False,train,1625129543786,1625130143786
gaia-d4d647689aac4e52,36,mobservice1,login failure,WARNING,1625129920977,1625129931977,11.0,True,False,train,1625129620977,1625130220977
gaia-ec796e4c63f28015,134,mobservice2,login failure,WARNING,1625129936376,1625129947376,11.0,True,False,train,1625129636376,1625130236376
gaia-e2b0cec274fde3dd,135,mobservice2,login failure,WARNING,1625129982230,1625129993230,11.0,True,False,train,1625129682230,1625130282230
gaia-768f80e2555d6378,136,mobservice2,login failure,WARNING,1625129987658,1625129998658,11.0,True,False,train,1625129687658,1625130287658
gaia-15465b6c72b7dad1,37,mobservice1,login failure,WARNING,1625130208777,1625130219777,11.0,True,False,train,1625129908777,1625130508777
gaia-e569f50042969761,137,mobservice2,login failure,WARNING,1625130210916,1625130221916,11.0,True,False,train,1625129910916,1625130510916
gaia-6f26fdd9949cba00,38,mobservice1,login failure,WARNING,1625130247086,1625130258086,11.0,True,False,train,1625129947086,1625130547086
gaia-cc38031065075f6d,39,mobservice1,login failure,WARNING,1625130258426,1625130269426,11.0,True,False,train,1625129958426,1625130558426
gaia-0fa9bf190f2c2755,138,mobservice2,login failure,WARNING,1625130706227,1625130717227,11.0,True,False,train,1625130406227,1625131006227
gaia-2b7f7b06b3744d6a,139,mobservice2,login failure,WARNING,1625130736839,1625130747839,11.0,True,False,train,1625130436839,1625131036839
gaia-b207eebe1509db54,40,mobservice1,login failure,WARNING,1625130749846,1625130760846,11.0,True,False,train,1625130449846,1625131049846
gaia-821cabe05e4db7e9,140,mobservice2,login failure,WARNING,1625130843068,1625130854068,11.0,True,False,train,1625130543068,1625131143068
gaia-83c1ac5649639f28,141,mobservice2,login failure,WARNING,1625130944752,1625130955752,11.0,True,False,train,1625130644752,1625131244752
gaia-8d7ddd8a5aebe6e1,41,mobservice1,login failure,WARNING,1625131037046,1625131048046,11.0,True,False,train,1625130737046,1625131337046
gaia-6fec768fa61d30fa,142,mobservice2,login failure,WARNING,1625131303056,1625131314056,11.0,True,False,train,1625131003056,1625131603056
gaia-2dfca1d060c9dd92,143,mobservice2,login failure,WARNING,1625131341409,1625131352409,11.0,True,False,train,1625131041409,1625131641409
gaia-464a74955625d9f7,42,mobservice1,login failure,WARNING,1625131499382,1625131510382,11.0,True,False,train,1625131199382,1625131799382
gaia-d6be7df17909b8b7,144,mobservice2,login failure,WARNING,1625131599606,1625131610606,11.0,True,False,train,1625131299606,1625131899606
gaia-065b46cbf7a0746a,43,mobservice1,login failure,WARNING,1625131615398,1625131626398,11.0,True,False,train,1625131315398,1625131915398
gaia-10cdeea0ea6209fe,145,mobservice2,login failure,WARNING,1625131679210,1625131690210,11.0,True,False,train,1625131379210,1625131979210
gaia-c37535b0d46c5869,146,mobservice2,login failure,WARNING,1625131914777,1625131925777,11.0,True,False,train,1625131614777,1625132214777
gaia-c17c41734270e7f5,44,mobservice1,login failure,WARNING,1625131970841,1625131981841,11.0,True,False,train,1625131670841,1625132270841
gaia-87c330b3dacfe8fe,45,mobservice1,login failure,WARNING,1625132045246,1625132056246,11.0,True,False,train,1625131745246,1625132345246
gaia-8e2b4b1a77df977c,147,mobservice2,login failure,WARNING,1625132449580,1625132460580,11.0,True,False,train,1625132149580,1625132749580
gaia-a12826ad6aa1464c,46,mobservice1,login failure,WARNING,1625132478437,1625132489437,11.0,True,False,train,1625132178437,1625132778437
gaia-7aacd894e330c0d0,148,mobservice2,login failure,WARNING,1625132602031,1625132613031,11.0,True,False,train,1625132302031,1625132902031
gaia-2a7a341f5df7fe51,47,mobservice1,login failure,WARNING,1625132761342,1625132772342,11.0,True,False,train,1625132461342,1625133061342
gaia-e7183d5e9e0931a2,149,mobservice2,login failure,WARNING,1625132787146,1625132798146,11.0,True,False,train,1625132487146,1625133087146
gaia-0be8d7feef85ee0e,150,mobservice2,login failure,WARNING,1625132880757,1625132891757,11.0,True,False,train,1625132580757,1625133180757
gaia-5d660fc91bb5c1a1,48,mobservice1,login failure,WARNING,1625132943566,1625132954566,11.0,True,False,train,1625132643566,1625133243566
gaia-f9d88e8618cbe16c,151,mobservice2,login failure,WARNING,1625133087003,1625133098003,11.0,True,False,train,1625132787003,1625133387003
gaia-11ac996ec5359261,49,mobservice1,login failure,WARNING,1625133324889,1625133335889,11.0,True,False,train,1625133024889,1625133624889
gaia-d90683f444267695,152,mobservice2,login failure,WARNING,1625133550066,1625133561066,11.0,True,False,train,1625133250066,1625133850066
gaia-ec60b0471d79a965,153,mobservice2,login failure,WARNING,1625133775938,1625133786938,11.0,True,False,train,1625133475938,1625134075938
gaia-bcd5d51a20f9c5dc,50,mobservice1,login failure,WARNING,1625133846510,1625133857510,11.0,True,False,train,1625133546510,1625134146510
gaia-5174a270754ab2f7,51,mobservice1,login failure,WARNING,1625133878355,1625133889355,11.0,True,False,train,1625133578355,1625134178355
gaia-bf4988ddbb8fd13d,52,mobservice1,login failure,WARNING,1625133957074,1625133968074,11.0,True,False,train,1625133657074,1625134257074
gaia-b9f2d5c63f8b5c62,53,mobservice1,login failure,WARNING,1625133983922,1625133994922,11.0,True,False,train,1625133683922,1625134283922
gaia-750e38219349e195,54,mobservice1,login failure,WARNING,1625134101145,1625134112145,11.0,True,False,train,1625133801145,1625134401145
gaia-13469e0a6a573095,154,mobservice2,login failure,WARNING,1625134129229,1625134140229,11.0,True,False,train,1625133829229,1625134429229
gaia-9d4c83ad79334b91,55,mobservice1,login failure,WARNING,1625134313366,1625134324366,11.0,True,False,train,1625134013366,1625134613366
gaia-9a41dfcc21ed6fa6,155,mobservice2,login failure,WARNING,1625134407668,1625134418668,11.0,True,False,train,1625134107668,1625134707668
gaia-32f7b724dc7953f7,56,mobservice1,login failure,WARNING,1625134424819,1625134435819,11.0,True,False,train,1625134124819,1625134724819
gaia-98e1f9cfdb146c12,156,mobservice2,login failure,WARNING,1625134479130,1625134490130,11.0,True,False,train,1625134179130,1625134779130
gaia-9b394852e9ab7942,157,mobservice2,login failure,WARNING,1625134644031,1625134655031,11.0,True,False,train,1625134344031,1625134944031
gaia-d7c0fc9fb2f97a61,158,mobservice2,login failure,WARNING,1625134753952,1625134764952,11.0,True,False,train,1625134453952,1625135053952
gaia-1632c04731294049,159,mobservice2,login failure,WARNING,1625134967481,1625134978481,11.0,True,False,train,1625134667481,1625135267481
gaia-c19f4a7393547eed,160,mobservice2,login failure,WARNING,1625135002263,1625135013263,11.0,True,False,train,1625134702263,1625135302263
gaia-8d9c581725fcb189,161,mobservice2,login failure,WARNING,1625135057567,1625135068567,11.0,True,False,train,1625134757567,1625135357567
gaia-a9091da1722b8a26,162,mobservice2,login failure,WARNING,1625135152652,1625135163652,11.0,True,False,train,1625134852652,1625135452652
gaia-82336596a215ebc3,57,mobservice1,login failure,WARNING,1625135859203,1625135870203,11.0,True,False,train,1625135559203,1625136159203
gaia-edc2193d49a9a99d,58,mobservice1,login failure,WARNING,1625135893006,1625135904006,11.0,True,False,train,1625135593006,1625136193006
gaia-3f614c36870c46cc,163,mobservice2,login failure,WARNING,1625136188849,1625136199849,11.0,True,False,train,1625135888849,1625136488849
gaia-17766250ce4f3965,164,mobservice2,login failure,WARNING,1625136218915,1625136229915,11.0,True,False,train,1625135918915,1625136518915
gaia-0445eae97985303e,11,redisservice2,memory_anomalies,WARNING,1625136300236,1625136900236,600.0,True,False,train,1625136000236,1625136900236
gaia-10c5daf32e5357ac,59,mobservice1,login failure,WARNING,1625136392597,1625136403597,11.0,True,False,train,1625136092597,1625136692597
gaia-d4e67e439cd46850,60,mobservice1,login failure,WARNING,1625136458538,1625136469538,11.0,True,False,train,1625136158538,1625136758538
gaia-294765fd48660566,165,mobservice2,login failure,WARNING,1625136655921,1625136666921,11.0,True,False,train,1625136355921,1625136955921
gaia-069a807522d591f5,166,mobservice2,login failure,WARNING,1625136881944,1625136892944,11.0,True,False,train,1625136581944,1625137181944
gaia-8a807f801aa7c583,61,mobservice1,login failure,WARNING,1625137106889,1625137117889,11.0,True,False,train,1625136806889,1625137406889
gaia-6b6cefb1ccf87dc4,62,mobservice1,login failure,WARNING,1625137441342,1625137452342,11.0,True,False,train,1625137141342,1625137741342
gaia-d5f19a731e25a0e7,63,mobservice1,login failure,WARNING,1625137561434,1625137572434,11.0,True,False,train,1625137261434,1625137861434
gaia-ce7d639ad465d4bc,167,mobservice2,login failure,WARNING,1625137590762,1625137601762,11.0,True,False,train,1625137290762,1625137890762
gaia-81b000126044ec39,64,mobservice1,login failure,WARNING,1625137597159,1625137608159,11.0,True,False,train,1625137297159,1625137897159
gaia-b0a95031092abf2d,168,mobservice2,login failure,WARNING,1625137642181,1625137653181,11.0,True,False,train,1625137342181,1625137942181
gaia-526e7a9f963e96f8,169,mobservice2,login failure,WARNING,1625138324733,1625138335733,11.0,True,False,train,1625138024733,1625138624733
gaia-8a418b5a330bb421,65,mobservice1,login failure,WARNING,1625138368898,1625138379898,11.0,True,False,train,1625138068898,1625138668898
gaia-01a8ba81702382f9,66,mobservice1,login failure,WARNING,1625138433154,1625138444154,11.0,True,False,train,1625138133154,1625138733154
gaia-bc0c185957245789,170,mobservice2,login failure,WARNING,1625138590525,1625138601525,11.0,True,False,train,1625138290525,1625138890525
gaia-855a1ef2172a2ee7,67,mobservice1,login failure,WARNING,1625138629797,1625138640797,11.0,True,False,train,1625138329797,1625138929797
gaia-9b78560b3b94869d,68,mobservice1,login failure,WARNING,1625138904509,1625138915509,11.0,True,False,train,1625138604509,1625139204509
gaia-ff0b1652d9d346f3,171,mobservice2,login failure,WARNING,1625139102716,1625139113716,11.0,True,False,train,1625138802716,1625139402716
gaia-b40edc0747adb771,172,mobservice2,login failure,WARNING,1625139142020,1625139153020,11.0,True,False,train,1625138842020,1625139442020
gaia-241bebc8118ff5ed,173,mobservice2,memory_anomalies,WARNING,1625139197899,1625139797899,600.0,True,False,train,1625138897899,1625139797899
gaia-f29912ac6c073cd4,69,mobservice1,login failure,WARNING,1625139363718,1625139374718,11.0,True,False,train,1625139063718,1625139663718
gaia-7527e07161e6b0ef,174,mobservice2,login failure,WARNING,1625139947233,1625139958233,11.0,True,False,train,1625139647233,1625140247233
gaia-d5840a6bfcda1fa2,175,mobservice2,login failure,WARNING,1625139974163,1625139985163,11.0,True,False,train,1625139674163,1625140274163
gaia-78ca1a9528eb6700,176,mobservice2,login failure,WARNING,1625140148186,1625140159186,11.0,True,False,train,1625139848186,1625140448186
gaia-0b05000bab89e38a,70,mobservice1,login failure,WARNING,1625140466845,1625140477845,11.0,True,False,train,1625140166845,1625140766845
gaia-1a140d76f67f5648,177,mobservice2,login failure,WARNING,1625140645892,1625140656892,11.0,True,False,train,1625140345892,1625140945892
gaia-ca6bfab0a959c80f,71,mobservice1,login failure,WARNING,1625140677562,1625140688562,11.0,True,False,train,1625140377562,1625140977562
gaia-6d9de518774722b7,178,mobservice2,login failure,WARNING,1625140779894,1625140790894,11.0,True,False,train,1625140479894,1625141079894
gaia-027c623cebada9ad,72,mobservice1,login failure,WARNING,1625141275640,1625141286640,11.0,True,False,train,1625140975640,1625141575640
gaia-4f9c7d4bda09e0d3,179,mobservice2,login failure,WARNING,1625141421197,1625141432197,11.0,True,False,train,1625141121197,1625141721197
gaia-468cc3c8616fc90c,180,mobservice2,login failure,WARNING,1625141878578,1625141889578,11.0,True,False,train,1625141578578,1625142178578
gaia-4811dddf9eb6f200,181,mobservice2,login failure,WARNING,1625142371588,1625142382588,11.0,True,False,train,1625142071588,1625142671588
gaia-f934febf4c282949,73,mobservice1,login failure,WARNING,1625142697996,1625142708996,11.0,True,False,train,1625142397996,1625142997996
gaia-0a5936327ac86a05,230,logservice2,memory_anomalies,WARNING,1625142919880,1625143519880,600.0,True,False,train,1625142619880,1625143519880
gaia-da65b8f0d577ce18,74,mobservice1,login failure,WARNING,1625143113615,1625143124615,11.0,True,False,train,1625142813615,1625143413615
gaia-72df2059b6275d55,75,mobservice1,login failure,WARNING,1625143709652,1625143720652,11.0,True,False,train,1625143409652,1625144009652
gaia-3541492edf68ff91,182,mobservice2,login failure,WARNING,1625144306887,1625144317887,11.0,True,False,train,1625144006887,1625144606887
gaia-faf7d46baa9a3838,76,mobservice1,login failure,WARNING,1625144515027,1625144526027,11.0,True,False,train,1625144215027,1625144815027
gaia-7ea22c42752a5e1e,183,mobservice2,login failure,WARNING,1625144576417,1625144587417,11.0,True,False,train,1625144276417,1625144876417
gaia-5e57fcef3483218a,77,mobservice1,login failure,WARNING,1625144650863,1625144661863,11.0,True,False,train,1625144350863,1625144950863
gaia-389d63e3fb8edf0e,78,mobservice1,login failure,WARNING,1625144677900,1625144688900,11.0,True,False,train,1625144377900,1625144977900
gaia-03f633761eadc23e,79,mobservice1,login failure,WARNING,1625144838548,1625144849548,11.0,True,False,train,1625144538548,1625145138548
gaia-8579aa0ea14eb326,80,mobservice1,login failure,WARNING,1625144898588,1625144909588,11.0,True,False,train,1625144598588,1625145198588
gaia-83183b5ffe54f04a,81,mobservice1,login failure,WARNING,1625144997204,1625145008204,11.0,True,False,train,1625144697204,1625145297204
gaia-250d9873893a33f8,82,mobservice1,login failure,WARNING,1625145039160,1625145050160,11.0,True,False,train,1625144739160,1625145339160
gaia-d88a0781335d0859,83,mobservice1,login failure,WARNING,1625145098757,1625145109757,11.0,True,False,train,1625144798757,1625145398757
gaia-54d874527ff39a81,184,mobservice2,login failure,WARNING,1625145311643,1625145322643,11.0,True,False,train,1625145011643,1625145611643
gaia-e531eeffe1cb579c,185,mobservice2,login failure,WARNING,1625145351802,1625145362802,11.0,True,False,train,1625145051802,1625145651802
gaia-b7d2f36341af0135,186,mobservice2,login failure,WARNING,1625145451214,1625145462214,11.0,True,False,train,1625145151214,1625145751214
gaia-3917edcbd8117878,9,redisservice1,memory_anomalies,WARNING,1625145502477,1625146102477,600.0,True,False,train,1625145202477,1625146102477
gaia-4e5b9712de64f031,12,redisservice2,memory_anomalies,WARNING,1625145610284,1625146210284,600.0,True,False,train,1625145310284,1625146210284
gaia-e9679e6464da7223,84,mobservice1,login failure,WARNING,1625145961702,1625145972702,11.0,True,False,train,1625145661702,1625146261702
gaia-fe0b839a66f1dc78,187,mobservice2,login failure,WARNING,1625146228909,1625146239909,11.0,True,False,train,1625145928909,1625146528909
gaia-57186767b7cb544e,188,mobservice2,login failure,WARNING,1625146308103,1625146319103,11.0,True,False,train,1625146008103,1625146608103
gaia-33f363325cf060a7,189,mobservice2,login failure,WARNING,1625146472371,1625146483371,11.0,True,False,train,1625146172371,1625146772371
gaia-f498cf20d5e65f2d,85,mobservice1,login failure,WARNING,1625146580815,1625146591815,11.0,True,False,train,1625146280815,1625146880815
gaia-2dd1b9e0444cad55,190,mobservice2,login failure,WARNING,1625146909426,1625146920426,11.0,True,False,train,1625146609426,1625147209426
gaia-9379b3775b25be7c,191,mobservice2,login failure,WARNING,1625147143024,1625147154024,11.0,True,False,train,1625146843024,1625147443024
gaia-bc5d02500eb5cdc2,192,mobservice2,login failure,WARNING,1625147270983,1625147281983,11.0,True,False,train,1625146970983,1625147570983
gaia-1c01596abdde6dfb,86,mobservice1,login failure,WARNING,1625147379810,1625147390810,11.0,True,False,train,1625147079810,1625147679810
gaia-9ad7eadf1a5707b6,87,mobservice1,login failure,WARNING,1625148163155,1625148174155,11.0,True,False,train,1625147863155,1625148463155
gaia-e331f2827908ee6e,193,mobservice2,login failure,WARNING,1625148267438,1625148278438,11.0,True,False,train,1625147967438,1625148567438
gaia-61c24acada4717d6,88,mobservice1,login failure,WARNING,1625148395552,1625148406552,11.0,True,False,train,1625148095552,1625148695552
gaia-1b72f8518dfc4b5e,89,mobservice1,login failure,WARNING,1625148399091,1625148410091,11.0,True,False,train,1625148099091,1625148699091
gaia-d47b562feafb6c10,194,mobservice2,login failure,WARNING,1625148444004,1625148455004,11.0,True,False,train,1625148144004,1625148744004
gaia-839601f24e1320db,90,mobservice1,login failure,WARNING,1625148523177,1625148534177,11.0,True,False,train,1625148223177,1625148823177
gaia-9f045b22e03f65ec,91,mobservice1,login failure,WARNING,1625148671049,1625148682049,11.0,True,False,train,1625148371049,1625148971049
gaia-1945b96f24ff2b98,92,mobservice1,login failure,WARNING,1625148714304,1625148725304,11.0,True,False,train,1625148414304,1625149014304
gaia-5ed9666d28d48f11,93,mobservice1,login failure,WARNING,1625148932768,1625148943768,11.0,True,False,train,1625148632768,1625149232768
gaia-ebf77ef65343ca29,195,mobservice2,login failure,WARNING,1625149009184,1625149020184,11.0,True,False,train,1625148709184,1625149309184
gaia-aafe45942118336e,196,mobservice2,login failure,WARNING,1625149087830,1625149098830,11.0,True,False,train,1625148787830,1625149387830
gaia-b0e49ef689010a53,197,mobservice2,login failure,WARNING,1625149112604,1625149123604,11.0,True,False,train,1625148812604,1625149412604
gaia-0a7148ae9ea390f2,198,mobservice2,login failure,WARNING,1625149148341,1625149159341,11.0,True,False,train,1625148848341,1625149448341
gaia-3f26a20b3111f919,199,mobservice2,login failure,WARNING,1625149205939,1625149216939,11.0,True,False,train,1625148905939,1625149505939
gaia-50f1300a884d7eb7,2,dbservice1,memory_anomalies,WARNING,1625149384230,1625149984230,600.0,True,False,train,1625149084230,1625149984230
gaia-54bde5c6e2459d65,200,mobservice2,login failure,WARNING,1625149470992,1625149481992,11.0,True,False,train,1625149170992,1625149770992
gaia-d761d16665a6f049,201,mobservice2,login failure,WARNING,1625149660345,1625149671345,11.0,True,False,train,1625149360345,1625149960345
gaia-abe8bf1ce126295b,13,redisservice2,memory_anomalies,WARNING,1625149801256,1625150401256,600.0,True,False,train,1625149501256,1625150401256
gaia-1b17ab958d37c3c8,202,mobservice2,login failure,WARNING,1625149832972,1625149843972,11.0,True,False,train,1625149532972,1625150132972
gaia-90f4ef96aac2f9ba,203,mobservice2,login failure,WARNING,1625149975568,1625149986568,11.0,True,False,train,1625149675568,1625150275568
gaia-626621387960847f,204,mobservice2,login failure,WARNING,1625149990299,1625150001299,11.0,True,False,train,1625149690299,1625150290299
gaia-39b759ab998f6865,205,mobservice2,login failure,WARNING,1625150058593,1625150069593,11.0,True,False,train,1625149758593,1625150358593
gaia-4b6767329f2a55a6,94,mobservice1,login failure,WARNING,1625150093350,1625150104350,11.0,True,False,train,1625149793350,1625150393350
gaia-94f565cf6a327715,95,mobservice1,login failure,WARNING,1625150110485,1625150121485,11.0,True,False,train,1625149810485,1625150410485
gaia-8c24a1ae5f78030e,96,mobservice1,login failure,WARNING,1625150128497,1625150139497,11.0,True,False,train,1625149828497,1625150428497
gaia-42ba406fbb9a91f6,206,mobservice2,login failure,WARNING,1625150376996,1625150387996,11.0,True,False,train,1625150076996,1625150676996
gaia-53eba08150a001c5,97,mobservice1,login failure,WARNING,1625150436883,1625150447883,11.0,True,False,train,1625150136883,1625150736883
gaia-cf00cb40c1f6659a,98,mobservice1,login failure,WARNING,1625150454004,1625150465004,11.0,True,False,train,1625150154004,1625150754004
gaia-267053706ebfef91,207,mobservice2,login failure,WARNING,1625150642706,1625150653706,11.0,True,False,train,1625150342706,1625150942706
gaia-1632ed134c14f1b8,208,mobservice2,login failure,WARNING,1625150712522,1625150723522,11.0,True,False,train,1625150412522,1625151012522
gaia-abefbd7cabee61a0,209,mobservice2,login failure,WARNING,1625150739840,1625150750840,11.0,True,False,train,1625150439840,1625151039840
gaia-b21c459d2824f6a3,99,mobservice1,login failure,WARNING,1625150750828,1625150761828,11.0,True,False,train,1625150450828,1625151050828
gaia-87923ab4bc116186,210,mobservice2,login failure,WARNING,1625150986978,1625150997978,11.0,True,False,train,1625150686978,1625151286978
gaia-31ecc04a17375857,211,mobservice2,login failure,WARNING,1625151167471,1625151178471,11.0,True,False,train,1625150867471,1625151467471
gaia-b9272426c9c9209a,212,mobservice2,login failure,WARNING,1625151185192,1625151196192,11.0,True,False,train,1625150885192,1625151485192
gaia-a2adbf72009e2665,100,mobservice1,login failure,WARNING,1625151537840,1625151548840,11.0,True,False,train,1625151237840,1625151837840
gaia-df3fe6a7562c68a6,101,mobservice1,login failure,WARNING,1625151595307,1625151606307,11.0,True,False,train,1625151295307,1625151895307
gaia-18524e277aaf626f,213,mobservice2,login failure,WARNING,1625151609870,1625151620870,11.0,True,False,train,1625151309870,1625151909870
gaia-ed46985c3c47ac01,214,mobservice2,login failure,WARNING,1625151674891,1625151685891,11.0,True,False,train,1625151374891,1625151974891
gaia-22d75895fc9f91db,102,mobservice1,login failure,WARNING,1625151944497,1625151955497,11.0,True,False,train,1625151644497,1625152244497
gaia-72db3e48def02bca,215,mobservice2,login failure,WARNING,1625151986527,1625151997527,11.0,True,False,train,1625151686527,1625152286527
gaia-af1ca09c7aeed08a,216,mobservice2,login failure,WARNING,1625152256972,1625152267972,11.0,True,False,train,1625151956972,1625152556972
