case_id,source_index,fault_type,labelled_service,service,level,start_ms,end_ms,duration_seconds,taxonomy_version,detector_domain,split,purge_reason
gaia-v3-00126,126,login_failure,mobservice2,mobservice2,WARNING,1625128427422,1625128438422,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00128,128,memory_anomalies,mobservice2,mobservice2,WARNING,1625128516397,1625129116397,600.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00127,127,login_failure,mobservice2,mobservice2,WARNING,1625128629671,1625128640671,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00032,32,login_failure,mobservice1,mobservice1,WARNING,1625128697785,1625128708785,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00033,33,login_failure,mobservice1,mobservice1,WARNING,1625129032026,1625129043026,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00034,34,login_failure,mobservice1,mobservice1,WARNING,1625129059542,1625129070542,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00129,129,login_failure,mobservice2,mobservice2,WARNING,1625129246850,1625129257850,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00130,130,login_failure,mobservice2,mobservice2,WARNING,1625129344461,1625129355461,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00131,131,login_failure,mobservice2,mobservice2,WARNING,1625129551621,1625129562621,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00132,132,login_failure,mobservice2,mobservice2,WARNING,1625129606542,1625129617542,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00133,133,login_failure,mobservice2,mobservice2,WARNING,1625129698553,1625129709553,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00035,35,login_failure,mobservice1,mobservice1,WARNING,1625129843786,1625129854786,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00036,36,login_failure,mobservice1,mobservice1,WARNING,1625129920977,1625129931977,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00134,134,login_failure,mobservice2,mobservice2,WARNING,1625129936376,1625129947376,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00135,135,login_failure,mobservice2,mobservice2,WARNING,1625129982230,1625129993230,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00136,136,login_failure,mobservice2,mobservice2,WARNING,1625129987658,1625129998658,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00037,37,login_failure,mobservice1,mobservice1,WARNING,1625130208777,1625130219777,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00137,137,login_failure,mobservice2,mobservice2,WARNING,1625130210916,1625130221916,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00038,38,login_failure,mobservice1,mobservice1,WARNING,1625130247086,1625130258086,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00039,39,login_failure,mobservice1,mobservice1,WARNING,1625130258426,1625130269426,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00138,138,login_failure,mobservice2,mobservice2,WARNING,1625130706227,1625130717227,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00139,139,login_failure,mobservice2,mobservice2,WARNING,1625130736839,1625130747839,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00040,40,login_failure,mobservice1,mobservice1,WARNING,1625130749846,1625130760846,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00140,140,login_failure,mobservice2,mobservice2,WARNING,1625130843068,1625130854068,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00141,141,login_failure,mobservice2,mobservice2,WARNING,1625130944752,1625130955752,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00041,41,login_failure,mobservice1,mobservice1,WARNING,1625131037046,1625131048046,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00142,142,login_failure,mobservice2,mobservice2,WARNING,1625131303056,1625131314056,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00143,143,login_failure,mobservice2,mobservice2,WARNING,1625131341409,1625131352409,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00042,42,login_failure,mobservice1,mobservice1,WARNING,1625131499382,1625131510382,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00144,144,login_failure,mobservice2,mobservice2,WARNING,1625131599606,1625131610606,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00043,43,login_failure,mobservice1,mobservice1,WARNING,1625131615398,1625131626398,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00145,145,login_failure,mobservice2,mobservice2,WARNING,1625131679210,1625131690210,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00146,146,login_failure,mobservice2,mobservice2,WARNING,1625131914777,1625131925777,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00044,44,login_failure,mobservice1,mobservice1,WARNING,1625131970841,1625131981841,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00045,45,login_failure,mobservice1,mobservice1,WARNING,1625132045246,1625132056246,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00147,147,login_failure,mobservice2,mobservice2,WARNING,1625132449580,1625132460580,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00046,46,login_failure,mobservice1,mobservice1,WARNING,1625132478437,1625132489437,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00148,148,login_failure,mobservice2,mobservice2,WARNING,1625132602031,1625132613031,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00047,47,login_failure,mobservice1,mobservice1,WARNING,1625132761342,1625132772342,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00149,149,login_failure,mobservice2,mobservice2,WARNING,1625132787146,1625132798146,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00150,150,login_failure,mobservice2,mobservice2,WARNING,1625132880757,1625132891757,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00048,48,login_failure,mobservice1,mobservice1,WARNING,1625132943566,1625132954566,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00151,151,login_failure,mobservice2,mobservice2,WARNING,1625133087003,1625133098003,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00049,49,login_failure,mobservice1,mobservice1,WARNING,1625133324889,1625133335889,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-00152,152,login_failure,mobservice2,mobservice2,WARNING,1625133550066,1625133561066,11.0,gaia-v3-20260913,False,outside_detector_domain,outside_metric_detector_timeline
gaia-v3-10508,10508,memory_anomalies,webservice1,webservice1,WARNING,1626962746587,1626963346587,600.0,gaia-v3-20260913,True,boundary_purge,raw_injection_crosses_70_30_split_boundary
