case_id,source_index,fault_type,labelled_service,service,level,start_ms,end_ms,duration_seconds,taxonomy_version,detector_domain,split,purge_reason
gaia-v3-00164,164,login_failure,mobservice2,mobservice2,WARNING,1625136218915,1625136229915,11.0,gaia-v3-20260913,True,train,
gaia-v3-00011,11,memory_anomalies,redisservice2,redisservice2,WARNING,1625136300237,1625136900237,600.0,gaia-v3-20260913,True,train,
gaia-v3-00059,59,login_failure,mobservice1,mobservice1,WARNING,1625136392597,1625136403597,11.0,gaia-v3-20260913,True,train,
gaia-v3-00060,60,login_failure,mobservice1,mobservice1,WARNING,1625136458538,1625136469538,11.0,gaia-v3-20260913,True,train,
gaia-v3-00165,165,login_failure,mobservice2,mobservice2,WARNING,1625136655921,1625136666921,11.0,gaia-v3-20260913,True,train,
gaia-v3-00166,166,login_failure,mobservice2,mobservice2,WARNING,1625136881944,1625136892944,11.0,gaia-v3-20260913,True,train,
gaia-v3-00061,61,login_failure,mobservice1,mobservice1,WARNING,1625137106889,1625137117889,11.0,gaia-v3-20260913,True,train,
gaia-v3-00062,62,login_failure,mobservice1,mobservice1,WARNING,1625137441342,1625137452342,11.0,gaia-v3-20260913,True,train,
gaia-v3-00063,63,login_failure,mobservice1,mobservice1,WARNING,1625137561434,1625137572434,11.0,gaia-v3-20260913,True,train,
gaia-v3-00167,167,login_failure,mobservice2,mobservice2,WARNING,1625137590762,1625137601762,11.0,gaia-v3-20260913,True,train,
gaia-v3-00064,64,login_failure,mobservice1,mobservice1,WARNING,1625137597159,1625137608159,11.0,gaia-v3-20260913,True,train,
gaia-v3-00168,168,login_failure,mobservice2,mobservice2,WARNING,1625137642181,1625137653181,11.0,gaia-v3-20260913,True,train,
gaia-v3-00169,169,login_failure,mobservice2,mobservice2,WARNING,1625138324733,1625138335733,11.0,gaia-v3-20260913,True,train,
gaia-v3-00065,65,login_failure,mobservice1,mobservice1,WARNING,1625138368898,1625138379898,11.0,gaia-v3-20260913,True,train,
gaia-v3-00066,66,login_failure,mobservice1,mobservice1,WARNING,1625138433154,1625138444154,11.0,gaia-v3-20260913,True,train,
gaia-v3-00170,170,login_failure,mobservice2,mobservice2,WARNING,1625138590525,1625138601525,11.0,gaia-v3-20260913,True,train,
gaia-v3-00067,67,login_failure,mobservice1,mobservice1,WARNING,1625138629797,1625138640797,11.0,gaia-v3-20260913,True,train,
gaia-v3-00068,68,login_failure,mobservice1,mobservice1,WARNING,1625138904509,1625138915509,11.0,gaia-v3-20260913,True,train,
gaia-v3-00171,171,login_failure,mobservice2,mobservice2,WARNING,1625139102716,1625139113716,11.0,gaia-v3-20260913,True,train,
gaia-v3-00172,172,login_failure,mobservice2,mobservice2,WARNING,1625139142020,1625139153020,11.0,gaia-v3-20260913,True,train,
gaia-v3-00173,173,memory_anomalies,mobservice2,mobservice2,WARNING,1625139197899,1625139797899,600.0,gaia-v3-20260913,True,train,
gaia-v3-00069,69,login_failure,mobservice1,mobservice1,WARNING,1625139363718,1625139374718,11.0,gaia-v3-20260913,True,train,
gaia-v3-00174,174,login_failure,mobservice2,mobservice2,WARNING,1625139947233,1625139958233,11.0,gaia-v3-20260913,True,train,
gaia-v3-00175,175,login_failure,mobservice2,mobservice2,WARNING,1625139974163,1625139985163,11.0,gaia-v3-20260913,True,train,
gaia-v3-00176,176,login_failure,mobservice2,mobservice2,WARNING,1625140148186,1625140159186,11.0,gaia-v3-20260913,True,train,
gaia-v3-00070,70,login_failure,mobservice1,mobservice1,WARNING,1625140466845,1625140477845,11.0,gaia-v3-20260913,True,train,
gaia-v3-00177,177,login_failure,mobservice2,mobservice2,WARNING,1625140645892,1625140656892,11.0,gaia-v3-20260913,True,train,
gaia-v3-00071,71,login_failure,mobservice1,mobservice1,WARNING,1625140677562,1625140688562,11.0,gaia-v3-20260913,True,train,
gaia-v3-00178,178,login_failure,mobservice2,mobservice2,WARNING,1625140779894,1625140790894,11.0,gaia-v3-20260913,True,train,
gaia-v3-00072,72,login_failure,mobservice1,mobservice1,WARNING,1625141275640,1625141286640,11.0,gaia-v3-20260913,True,train,
gaia-v3-00179,179,login_failure,mobservice2,mobservice2,WARNING,1625141421197,1625141432197,11.0,gaia-v3-20260913,True,train,
gaia-v3-00180,180,login_failure,mobservice2,mobservice2,WARNING,1625141878578,1625141889578,11.0,gaia-v3-20260913,True,train,
gaia-v3-00181,181,login_failure,mobservice2,mobservice2,WARNING,1625142371588,1625142382588,11.0,gaia-v3-20260913,True,train,
gaia-v3-00073,73,login_failure,mobservice1,mobservice1,WARNING,1625142697996,1625142708996,11.0,gaia-v3-20260913,True,train,
gaia-v3-00230,230,memory_anomalies,logservice2,logservice2,WARNING,1625142919881,1625143519881,600.0,gaia-v3-20260913,True,train,
gaia-v3-00074,74,login_failure,mobservice1,mobservice1,WARNING,1625143113615,1625143124615,11.0,gaia-v3-20260913,True,train,
gaia-v3-00075,75,login_failure,mobservice1,mobservice1,WARNING,1625143709652,1625143720652,11.0,gaia-v3-20260913,True,train,
gaia-v3-00182,182,login_failure,mobservice2,mobservice2,WARNING,1625144306887,1625144317887,11.0,gaia-v3-20260913,True,train,
gaia-v3-00076,76,login_failure,mobservice1,mobservice1,WARNING,1625144515027,1625144526027,11.0,gaia-v3-20260913,True,train,
gaia-v3-00183,183,login_failure,mobservice2,mobservice2,WARNING,1625144576417,1625144587417,11.0,gaia-v3-20260913,True,train,
gaia-v3-00077,77,login_failure,mobservice1,mobservice1,WARNING,1625144650863,1625144661863,11.0,gaia-v3-20260913,True,train,
gaia-v3-00078,78,login_failure,mobservice1,mobservice1,WARNING,1625144677900,1625144688900,11.0,gaia-v3-20260913,True,train,
gaia-v3-00079,79,login_failure,mobservice1,mobservice1,WARNING,1625144838548,1625144849548,11.0,gaia-v3-20260913,True,train,
gaia-v3-00080,80,login_failure,mobservice1,mobservice1,WARNING,1625144898588,1625144909588,11.0,gaia-v3-20260913,True,train,
gaia-v3-00081,81,login_failure,mobservice1,mobservice1,WARNING,1625144997204,1625145008204,11.0,gaia-v3-20260913,True,train,
gaia-v3-00082,82,login_failure,mobservice1,mobservice1,WARNING,1625145039160,1625145050160,11.0,gaia-v3-20260913,True,train,
gaia-v3-00083,83,login_failure,mobservice1,mobservice1,WARNING,1625145098757,1625145109757,11.0,gaia-v3-20260913,True,train,
gaia-v3-00184,184,login_failure,mobservice2,mobservice2,WARNING,1625145311643,1625145322643,11.0,gaia-v3-20260913,True,train,
gaia-v3-00185,185,login_failure,mobservice2,mobservice2,WARNING,1625145351802,1625145362802,11.0,gaia-v3-20260913,True,train,
gaia-v3-00186,186,login_failure,mobservice2,mobservice2,WARNING,1625145451214,1625145462214,11.0,gaia-v3-20260913,True,train,
gaia-v3-00009,9,memory_anomalies,redisservice1,redisservice1,WARNING,1625145502477,1625146102477,600.0,gaia-v3-20260913,True,train,
gaia-v3-00012,12,memory_anomalies,redisservice2,redisservice2,WARNING,1625145610285,1625146210285,600.0,gaia-v3-20260913,True,train,
gaia-v3-00084,84,login_failure,mobservice1,mobservice1,WARNING,1625145961702,1625145972702,11.0,gaia-v3-20260913,True,train,
gaia-v3-00187,187,login_failure,mobservice2,mobservice2,WARNING,1625146228909,1625146239909,11.0,gaia-v3-20260913,True,train,
gaia-v3-00188,188,login_failure,mobservice2,mobservice2,WARNING,1625146308103,1625146319103,11.0,gaia-v3-20260913,True,train,
gaia-v3-00189,189,login_failure,mobservice2,mobservice2,WARNING,1625146472371,1625146483371,11.0,gaia-v3-20260913,True,train,
gaia-v3-00085,85,login_failure,mobservice1,mobservice1,WARNING,1625146580815,1625146591815,11.0,gaia-v3-20260913,True,train,
gaia-v3-00190,190,login_failure,mobservice2,mobservice2,WARNING,1625146909426,1625146920426,11.0,gaia-v3-20260913,True,train,
gaia-v3-00191,191,login_failure,mobservice2,mobservice2,WARNING,1625147143024,1625147154024,11.0,gaia-v3-20260913,True,train,
gaia-v3-00192,192,login_failure,mobservice2,mobservice2,WARNING,1625147270983,1625147281983,11.0,gaia-v3-20260913,True,train,
gaia-v3-00086,86,login_failure,mobservice1,mobservice1,WARNING,1625147379810,1625147390810,11.0,gaia-v3-20260913,True,train,
gaia-v3-00087,87,login_failure,mobservice1,mobservice1,WARNING,1625148163155,1625148174155,11.0,gaia-v3-20260913,True,train,
gaia-v3-00193,193,login_failure,mobservice2,mobservice2,WARNING,1625148267438,1625148278438,11.0,gaia-v3-20260913,True,train,
gaia-v3-00088,88,login_failure,mobservice1,mobservice1,WARNING,1625148395552,1625148406552,11.0,gaia-v3-20260913,True,train,
gaia-v3-00089,89,login_failure,mobservice1,mobservice1,WARNING,1625148399091,1625148410091,11.0,gaia-v3-20260913,True,train,
gaia-v3-00194,194,login_failure,mobservice2,mobservice2,WARNING,1625148444004,1625148455004,11.0,gaia-v3-20260913,True,train,
gaia-v3-00090,90,login_failure,mobservice1,mobservice1,WARNING,1625148523177,1625148534177,11.0,gaia-v3-20260913,True,train,
gaia-v3-00091,91,login_failure,mobservice1,mobservice1,WARNING,1625148671049,1625148682049,11.0,gaia-v3-20260913,True,train,
gaia-v3-00092,92,login_failure,mobservice1,mobservice1,WARNING,1625148714304,1625148725304,11.0,gaia-v3-20260913,True,train,
gaia-v3-00093,93,login_failure,mobservice1,mobservice1,WARNING,1625148932768,1625148943768,11.0,gaia-v3-20260913,True,train,
gaia-v3-00195,195,login_failure,mobservice2,mobservice2,WARNING,1625149009184,1625149020184,11.0,gaia-v3-20260913,True,train,
gaia-v3-00196,196,login_failure,mobservice2,mobservice2,WARNING,1625149087830,1625149098830,11.0,gaia-v3-20260913,True,train,
gaia-v3-00197,197,login_failure,mobservice2,mobservice2,WARNING,1625149112604,1625149123604,11.0,gaia-v3-20260913,True,train,
gaia-v3-00198,198,login_failure,mobservice2,mobservice2,WARNING,1625149148341,1625149159341,11.0,gaia-v3-20260913,True,train,
gaia-v3-00199,199,login_failure,mobservice2,mobservice2,WARNING,1625149205939,1625149216939,11.0,gaia-v3-20260913,True,train,
gaia-v3-00002,2,memory_anomalies,dbservice1,dbservice1,WARNING,1625149384230,1625149984230,600.0,gaia-v3-20260913,True,train,
gaia-v3-00200,200,login_failure,mobservice2,mobservice2,WARNING,1625149470992,1625149481992,11.0,gaia-v3-20260913,True,train,
gaia-v3-00201,201,login_failure,mobservice2,mobservice2,WARNING,1625149660345,1625149671345,11.0,gaia-v3-20260913,True,train,
gaia-v3-00013,13,memory_anomalies,redisservice2,redisservice2,WARNING,1625149801257,1625150401257,600.0,gaia-v3-20260913,True,train,
gaia-v3-00202,202,login_failure,mobservice2,mobservice2,WARNING,1625149832972,1625149843972,11.0,gaia-v3-20260913,True,train,
gaia-v3-00203,203,login_failure,mobservice2,mobservice2,WARNING,1625149975568,1625149986568,11.0,gaia-v3-20260913,True,train,
gaia-v3-00204,204,login_failure,mobservice2,mobservice2,WARNING,1625149990299,1625150001299,11.0,gaia-v3-20260913,True,train,
gaia-v3-00205,205,login_failure,mobservice2,mobservice2,WARNING,1625150058593,1625150069593,11.0,gaia-v3-20260913,True,train,
gaia-v3-00094,94,login_failure,mobservice1,mobservice1,WARNING,1625150093350,1625150104350,11.0,gaia-v3-20260913,True,train,
gaia-v3-00095,95,login_failure,mobservice1,mobservice1,WARNING,1625150110485,1625150121485,11.0,gaia-v3-20260913,True,train,
gaia-v3-00096,96,login_failure,mobservice1,mobservice1,WARNING,1625150128497,1625150139497,11.0,gaia-v3-20260913,True,train,
gaia-v3-00206,206,login_failure,mobservice2,mobservice2,WARNING,1625150376996,1625150387996,11.0,gaia-v3-20260913,True,train,
gaia-v3-00097,97,login_failure,mobservice1,mobservice1,WARNING,1625150436883,1625150447883,11.0,gaia-v3-20260913,True,train,
gaia-v3-00098,98,login_failure,mobservice1,mobservice1,WARNING,1625150454004,1625150465004,11.0,gaia-v3-20260913,True,train,
gaia-v3-00207,207,login_failure,mobservice2,mobservice2,WARNING,1625150642706,1625150653706,11.0,gaia-v3-20260913,True,train,
gaia-v3-00208,208,login_failure,mobservice2,mobservice2,WARNING,1625150712522,1625150723522,11.0,gaia-v3-20260913,True,train,
gaia-v3-00209,209,login_failure,mobservice2,mobservice2,WARNING,1625150739840,1625150750840,11.0,gaia-v3-20260913,True,train,
gaia-v3-00099,99,login_failure,mobservice1,mobservice1,WARNING,1625150750828,1625150761828,11.0,gaia-v3-20260913,True,train,
gaia-v3-00210,210,login_failure,mobservice2,mobservice2,WARNING,1625150986978,1625150997978,11.0,gaia-v3-20260913,True,train,
gaia-v3-00211,211,login_failure,mobservice2,mobservice2,WARNING,1625151167471,1625151178471,11.0,gaia-v3-20260913,True,train,
gaia-v3-00212,212,login_failure,mobservice2,mobservice2,WARNING,1625151185192,1625151196192,11.0,gaia-v3-20260913,True,train,
gaia-v3-00100,100,login_failure,mobservice1,mobservice1,WARNING,1625151537840,1625151548840,11.0,gaia-v3-20260913,True,train,
gaia-v3-00101,101,login_failure,mobservice1,mobservice1,WARNING,1625151595307,1625151606307,11.0,gaia-v3-20260913,True,train,
gaia-v3-00213,213,login_failure,mobservice2,mobservice2,WARNING,1625151609870,1625151620870,11.0,gaia-v3-20260913,True,train,
gaia-v3-00214,214,login_failure,mobservice2,mobservice2,WARNING,1625151674891,1625151685891,11.0,gaia-v3-20260913,True,train,
gaia-v3-00102,102,login_failure,mobservice1,mobservice1,WARNING,1625151944497,1625151955497,11.0,gaia-v3-20260913,True,train,
gaia-v3-00215,215,login_failure,mobservice2,mobservice2,WARNING,1625151986527,1625151997527,11.0,gaia-v3-20260913,True,train,
gaia-v3-00216,216,login_failure,mobservice2,mobservice2,WARNING,1625152256972,1625152267972,11.0,gaia-v3-20260913,True,train,
gaia-v3-00103,103,login_failure,mobservice1,mobservice1,WARNING,1625152289449,1625152300449,11.0,gaia-v3-20260913,True,train,
gaia-v3-00217,217,login_failure,mobservice2,mobservice2,WARNING,1625152379256,1625152390256,11.0,gaia-v3-20260913,True,train,
gaia-v3-00218,218,login_failure,mobservice2,mobservice2,WARNING,1625152390645,1625152401645,11.0,gaia-v3-20260913,True,train,
gaia-v3-00219,219,login_failure,mobservice2,mobservice2,WARNING,1625152498704,1625152509704,11.0,gaia-v3-20260913,True,train,
gaia-v3-00104,104,login_failure,mobservice1,mobservice1,WARNING,1625152547222,1625152558222,11.0,gaia-v3-20260913,True,train,
gaia-v3-00105,105,login_failure,mobservice1,mobservice1,WARNING,1625152677359,1625152688359,11.0,gaia-v3-20260913,True,train,
gaia-v3-00106,106,login_failure,mobservice1,mobservice1,WARNING,1625152748271,1625152759271,11.0,gaia-v3-20260913,True,train,
gaia-v3-00220,220,login_failure,mobservice2,mobservice2,WARNING,1625152776849,1625152787849,11.0,gaia-v3-20260913,True,train,
gaia-v3-00221,221,login_failure,mobservice2,mobservice2,WARNING,1625152791630,1625152802630,11.0,gaia-v3-20260913,True,train,
gaia-v3-00107,107,login_failure,mobservice1,mobservice1,WARNING,1625152961542,1625152972542,11.0,gaia-v3-20260913,True,train,
gaia-v3-00222,222,login_failure,mobservice2,mobservice2,WARNING,1625153016366,1625153027366,11.0,gaia-v3-20260913,True,train,
gaia-v3-00108,108,login_failure,mobservice1,mobservice1,WARNING,1625153338140,1625153349140,11.0,gaia-v3-20260913,True,train,
gaia-v3-00109,109,login_failure,mobservice1,mobservice1,WARNING,1625153510692,1625153521692,11.0,gaia-v3-20260913,True,train,
gaia-v3-00110,110,login_failure,mobservice1,mobservice1,WARNING,1625153898194,1625153909194,11.0,gaia-v3-20260913,True,train,
gaia-v3-00223,223,login_failure,mobservice2,mobservice2,WARNING,1625154028271,1625154039271,11.0,gaia-v3-20260913,True,train,
gaia-v3-00224,224,login_failure,mobservice2,mobservice2,WARNING,1625154106930,1625154117930,11.0,gaia-v3-20260913,True,train,
gaia-v3-00225,225,login_failure,mobservice2,mobservice2,WARNING,1625154112111,1625154123111,11.0,gaia-v3-20260913,True,train,
gaia-v3-00111,111,login_failure,mobservice1,mobservice1,WARNING,1625154275255,1625154286255,11.0,gaia-v3-20260913,True,train,
gaia-v3-00226,226,login_failure,mobservice2,mobservice2,WARNING,1625154298511,1625154309511,11.0,gaia-v3-20260913,True,train,
gaia-v3-00227,227,login_failure,mobservice2,mobservice2,WARNING,1625154366668,1625154377668,11.0,gaia-v3-20260913,True,train,
gaia-v3-00112,112,login_failure,mobservice1,mobservice1,WARNING,1625154526012,1625154537012,11.0,gaia-v3-20260913,True,train,
gaia-v3-00228,228,login_failure,mobservice2,mobservice2,WARNING,1625154666329,1625154677329,11.0,gaia-v3-20260913,True,train,
gaia-v3-00229,229,login_failure,mobservice2,mobservice2,WARNING,1625155162573,1625155173573,11.0,gaia-v3-20260913,True,train,
gaia-v3-00511,511,login_failure,mobservice1,mobservice1,WARNING,1625155350373,1625155361373,11.0,gaia-v3-20260913,True,train,
gaia-v3-00512,512,login_failure,mobservice1,mobservice1,WARNING,1625155898435,1625155909435,11.0,gaia-v3-20260913,True,train,
gaia-v3-00513,513,login_failure,mobservice1,mobservice1,WARNING,1625156044173,1625156055173,11.0,gaia-v3-20260913,True,train,
gaia-v3-00253,253,login_failure,mobservice2,mobservice2,WARNING,1625156249668,1625156260668,11.0,gaia-v3-20260913,True,train,
gaia-v3-00514,514,login_failure,mobservice1,mobservice1,WARNING,1625156267811,1625156278811,11.0,gaia-v3-20260913,True,train,
gaia-v3-00515,515,login_failure,mobservice1,mobservice1,WARNING,1625156325055,1625156336055,11.0,gaia-v3-20260913,True,train,
gaia-v3-00516,516,login_failure,mobservice1,mobservice1,WARNING,1625156337050,1625156348050,11.0,gaia-v3-20260913,True,train,
gaia-v3-00254,254,login_failure,mobservice2,mobservice2,WARNING,1625156406203,1625156417203,11.0,gaia-v3-20260913,True,train,
gaia-v3-00517,517,login_failure,mobservice1,mobservice1,WARNING,1625156517789,1625156528789,11.0,gaia-v3-20260913,True,train,
gaia-v3-00255,255,login_failure,mobservice2,mobservice2,WARNING,1625156555683,1625156566683,11.0,gaia-v3-20260913,True,train,
gaia-v3-00518,518,login_failure,mobservice1,mobservice1,WARNING,1625157036091,1625157047091,11.0,gaia-v3-20260913,True,train,
gaia-v3-00256,256,login_failure,mobservice2,mobservice2,WARNING,1625157145836,1625157156836,11.0,gaia-v3-20260913,True,train,
gaia-v3-00257,257,login_failure,mobservice2,mobservice2,WARNING,1625157207406,1625157218406,11.0,gaia-v3-20260913,True,train,
gaia-v3-00519,519,login_failure,mobservice1,mobservice1,WARNING,1625157460310,1625157471310,11.0,gaia-v3-20260913,True,train,
gaia-v3-00258,258,login_failure,mobservice2,mobservice2,WARNING,1625157549895,1625157560895,11.0,gaia-v3-20260913,True,train,
gaia-v3-00259,259,login_failure,mobservice2,mobservice2,WARNING,1625157648012,1625157659012,11.0,gaia-v3-20260913,True,train,
gaia-v3-00260,260,login_failure,mobservice2,mobservice2,WARNING,1625157831281,1625157842281,11.0,gaia-v3-20260913,True,train,
gaia-v3-00520,520,login_failure,mobservice1,mobservice1,WARNING,1625157863065,1625157874065,11.0,gaia-v3-20260913,True,train,
gaia-v3-00261,261,login_failure,mobservice2,mobservice2,WARNING,1625158055644,1625158066644,11.0,gaia-v3-20260913,True,train,
gaia-v3-00521,521,login_failure,mobservice1,mobservice1,WARNING,1625158078604,1625158089604,11.0,gaia-v3-20260913,True,train,
gaia-v3-00522,522,login_failure,mobservice1,mobservice1,WARNING,1625158192927,1625158203927,11.0,gaia-v3-20260913,True,train,
gaia-v3-00523,523,login_failure,mobservice1,mobservice1,WARNING,1625158769806,1625158780806,11.0,gaia-v3-20260913,True,train,
gaia-v3-00524,524,login_failure,mobservice1,mobservice1,WARNING,1625158903896,1625158914896,11.0,gaia-v3-20260913,True,train,
gaia-v3-00262,262,login_failure,mobservice2,mobservice2,WARNING,1625159222706,1625159233706,11.0,gaia-v3-20260913,True,train,
gaia-v3-00525,525,login_failure,mobservice1,mobservice1,WARNING,1625159359656,1625159370656,11.0,gaia-v3-20260913,True,train,
gaia-v3-00263,263,login_failure,mobservice2,mobservice2,WARNING,1625159384039,1625159395039,11.0,gaia-v3-20260913,True,train,
gaia-v3-00231,231,memory_anomalies,dbservice1,dbservice1,WARNING,1625159489299,1625160089299,600.0,gaia-v3-20260913,True,train,
gaia-v3-00526,526,login_failure,mobservice1,mobservice1,WARNING,1625159775580,1625159786580,11.0,gaia-v3-20260913,True,train,
gaia-v3-00264,264,login_failure,mobservice2,mobservice2,WARNING,1625159805436,1625159816436,11.0,gaia-v3-20260913,True,train,
gaia-v3-00265,265,login_failure,mobservice2,mobservice2,WARNING,1625160354732,1625160365732,11.0,gaia-v3-20260913,True,train,
gaia-v3-00527,527,login_failure,mobservice1,mobservice1,WARNING,1625160549137,1625160560137,11.0,gaia-v3-20260913,True,train,
gaia-v3-00528,528,login_failure,mobservice1,mobservice1,WARNING,1625160808231,1625160819231,11.0,gaia-v3-20260913,True,train,
gaia-v3-00529,529,login_failure,mobservice1,mobservice1,WARNING,1625160839583,1625160850583,11.0,gaia-v3-20260913,True,train,
gaia-v3-00530,530,login_failure,mobservice1,mobservice1,WARNING,1625160960292,1625160971292,11.0,gaia-v3-20260913,True,train,
gaia-v3-00531,531,login_failure,mobservice1,mobservice1,WARNING,1625161216075,1625161227075,11.0,gaia-v3-20260913,True,train,
gaia-v3-00266,266,login_failure,mobservice2,mobservice2,WARNING,1625161407707,1625161418707,11.0,gaia-v3-20260913,True,train,
gaia-v3-00532,532,login_failure,mobservice1,mobservice1,WARNING,1625161478407,1625161489407,11.0,gaia-v3-20260913,True,train,
gaia-v3-00267,267,login_failure,mobservice2,mobservice2,WARNING,1625161594972,1625161605972,11.0,gaia-v3-20260913,True,train,
gaia-v3-00533,533,login_failure,mobservice1,mobservice1,WARNING,1625161650712,1625161661712,11.0,gaia-v3-20260913,True,train,
gaia-v3-00268,268,login_failure,mobservice2,mobservice2,WARNING,1625161733312,1625161744312,11.0,gaia-v3-20260913,True,train,
gaia-v3-00534,534,login_failure,mobservice1,mobservice1,WARNING,1625161788773,1625161799773,11.0,gaia-v3-20260913,True,train,
gaia-v3-00535,535,login_failure,mobservice1,mobservice1,WARNING,1625162131348,1625162142348,11.0,gaia-v3-20260913,True,train,
gaia-v3-00536,536,login_failure,mobservice1,mobservice1,WARNING,1625162294687,1625162305687,11.0,gaia-v3-20260913,True,train,
gaia-v3-00269,269,login_failure,mobservice2,mobservice2,WARNING,1625162441859,1625162452859,11.0,gaia-v3-20260913,True,train,
gaia-v3-00270,270,login_failure,mobservice2,mobservice2,WARNING,1625162808073,1625162819073,11.0,gaia-v3-20260913,True,train,
gaia-v3-00537,537,login_failure,mobservice1,mobservice1,WARNING,1625163120433,1625163131433,11.0,gaia-v3-20260913,True,train,
gaia-v3-00538,538,login_failure,mobservice1,mobservice1,WARNING,1625163330755,1625163341755,11.0,gaia-v3-20260913,True,train,
gaia-v3-00539,539,login_failure,mobservice1,mobservice1,WARNING,1625163354589,1625163365589,11.0,gaia-v3-20260913,True,train,
gaia-v3-00540,540,login_failure,mobservice1,mobservice1,WARNING,1625163518364,1625163529364,11.0,gaia-v3-20260913,True,train,
gaia-v3-00541,541,login_failure,mobservice1,mobservice1,WARNING,1625163532528,1625163543528,11.0,gaia-v3-20260913,True,train,
gaia-v3-00241,241,memory_anomalies,dbservice2,dbservice2,WARNING,1625163601509,1625164201509,600.0,gaia-v3-20260913,True,train,
gaia-v3-00271,271,login_failure,mobservice2,mobservice2,WARNING,1625163624580,1625163635580,11.0,gaia-v3-20260913,True,train,
gaia-v3-00542,542,login_failure,mobservice1,mobservice1,WARNING,1625163714245,1625163725245,11.0,gaia-v3-20260913,True,train,
gaia-v3-00272,272,login_failure,mobservice2,mobservice2,WARNING,1625163732647,1625163743647,11.0,gaia-v3-20260913,True,train,
gaia-v3-00273,273,login_failure,mobservice2,mobservice2,WARNING,1625163911217,1625163922217,11.0,gaia-v3-20260913,True,train,
gaia-v3-00274,274,login_failure,mobservice2,mobservice2,WARNING,1625164042452,1625164053452,11.0,gaia-v3-20260913,True,train,
gaia-v3-00275,275,login_failure,mobservice2,mobservice2,WARNING,1625164118658,1625164129658,11.0,gaia-v3-20260913,True,train,
gaia-v3-00276,276,login_failure,mobservice2,mobservice2,WARNING,1625164161752,1625164172752,11.0,gaia-v3-20260913,True,train,
gaia-v3-00543,543,login_failure,mobservice1,mobservice1,WARNING,1625164606284,1625164617284,11.0,gaia-v3-20260913,True,train,
gaia-v3-00544,544,login_failure,mobservice1,mobservice1,WARNING,1625164816929,1625164827929,11.0,gaia-v3-20260913,True,train,
gaia-v3-00545,545,login_failure,mobservice1,mobservice1,WARNING,1625164991353,1625165002353,11.0,gaia-v3-20260913,True,train,
gaia-v3-00546,546,login_failure,mobservice1,mobservice1,WARNING,1625165046868,1625165057868,11.0,gaia-v3-20260913,True,train,
gaia-v3-00277,277,login_failure,mobservice2,mobservice2,WARNING,1625165147180,1625165158180,11.0,gaia-v3-20260913,True,train,
